title,content,tokens
Page 119,"GRADES 9-12 OVERVIEW In Grades 9-12, a rigorous and successful high school English Language Arts program challenges students to integrate literacy skills in order to complete complex tasks and create sophisticated products. While life goals differ from one student to another , it remains incumbent upon high schools to provide instruction that enables all of them to develop the skills for meeting the demands of the twenty-first century . To that end, this course of study provides standards that address literacy as the integration of skills and allow the robust exchange and application of ideas. Literacy involves the reception and expression of ideas in many contexts for many purposes. High school students are mature learners who can proficiently read and write individually and in group settings; they are mastering abstract thought, refining self-monitoring skills, and developing listening and speaking skills so they can receive and express ideas clearly , appropriately , and productively . Engagement with digital resources and the creation of digital products are essential for high school students. Abstract thinking allows them to discern purpose and to draw conclusions about the value of the ideas expressed and the effectiveness of the media, rhetorical, and aesthetic techniques used. At this age, students are equipped to consider and generate opposing points of view , pose questions, and make decisions about the most effective ways to present ideas. They are capable of determining the quality and credibility of sources, synthesizing information, and giving appropriate credit. Accurately conveying the ideas of others in appropriate contexts and working with others to select and present information in the most effective way are the hallmarks of skilled communicators. While working with others, students learn to accept revision and augmentation of their ideas, respond constructively to the ideas of others, and accept that not all the ideas proposed will appear in a finished product. Students advocate for their own ideas while being receptive to those of others. The high school standards are written to encourage student access to sophisticated ideas and techniques within complex and diverse literary works. With diversity in mind, Alabama Course of Study standards emphasize the literature of varied times and places. Both ninth and tenth grade standards emphasize world literature to give students a broad and deep foundation for the primary focus on American literature in the eleventh grade and British literature in the twelfth grade. While standards for Grades 9 and 10 emphasize literature outside the United States and the British Isles, they do not preclude teaching American or British works. Local education agencies may choose to incorporate American or British works alongside those from other areas in order to create thematic units or to provide comparison and contrast among authors, literary genres and forms, subjects, points of view , purposes, or writing styles. The literature of America before, during, and after European arrival warrants a year of specific attention because of literature’ s deep ties to all aspects of culture, and its study encourages a cross-curricular understanding and appreciation of qualities that distinguish 2021 Alabama Course of Study: English Language Arts 108",589
Page 120,"American literature specifically and American culture in general. A year of focus on the literature of the British Isles provides both a linguistic and cultural starting point that more fully contextualizes the eventual forming of the United States and informs a sophisticated understanding of the connections between American and British literature contrasted with the unique character of each. Even though each grade level features a specific area of literary emphasis, the unequalled literary contributions of William Shakespeare justify the inclusion of study of a Shakespeare play in every year of high school. Shakespeare’ s dramatic works provide an unparalleled opportunity to see the interplay of sophisticated themes and masterful linguistic techniques. His plays further occupy a unique and important position as cultural and aesthetic touchstones. A Shakespeare play is required in Grade 12, and Shakespeare's poetry and plays are strongly recommended in Grades 9-11. It is also suggested that a work by another master playwright be included each year, drawing from a wide range of cultures and times from ancient Greece and Asia to the present. Standards are designed to equip students to discern purpose (including recognizing irony and satire), understand the importance of aesthetic decisions by the author , and note how choices of syntax and diction shape and clarify meaning. Local school districts are encouraged to select a curriculum which includes challenging texts representing various time periods, places, and cultural and philosophical perspectives and to support students as they learn to adapt fluidly to multiple nonfiction, informational, and technical texts with varying degrees of complexity in order to determine purpose and use information effectively . Finally , standards are organized under types of literacy (critical, digital, language, and research) to reflect the applications of literacy in a rapidly changing world. This format represents an effort to show that successful communication requires multifaceted receptive and expressive skills. The organizing groups are not to be construed as educational units, nor should standards only be taught within a particular focus area. Instead, the groupings illustrate the interconnected nature of all communication skills. Each heading is followed by an explanation of its overarching concept, which is the same in each grade. Notes on instruction: ●When “including” appears in standards, it should be construed as “including but not limited to.” The items listed must be taught; others may also be included in instruction. ●Examples present options that might prove useful in instruction of the standard. They are not intended to be exhaustive lists and the suggestions listed are not required to be taught. ●When a standard specifies writing or speaking “suitable for an authentic audience,” it does not require that the writing or speech must actually be presented to such an audience. ●Some standards are very close in meaning in Grades 9 and 10 and in Grades 11 and 12. It is expected that rigor will be increased by selecting more challenging literature in successive grades. 2021 Alabama Course of Study: English Language Arts 109",575
Page 121,"Grade 9 GRADE 9 The Grades 9-12 Recurring Standards for English Language Arts, shown in the chart below , are an important part of every course. Through these recurring standards, students learn and practice active listening, read a variety of workplace and literary texts, learn and practice essential digital skills, utilize a process to create and modify written work, implement conventions of language and usage, and utilize context to decipher word meanings. The recurring standards are to be incorporated throughout the course. RECURRING STANDARDS FOR GRADES 9-12 2021 Alabama Course of Study: English Language Arts 110 Students will: Reception R1. Read a variety of print and nonprint documents to acquire new information and respond to the needs and demands of society and the workplace. Examples: emails, directions, diagrams, charts, other common workplace documents R2. Read and comprehend a variety of literary texts to develop a literal and figurative understanding as appropriate to the type of text, purpose, and situation. Examples: short and long prose texts, poetry , dramas R3. Utilize active listening skills in formal and informal conversations, following predetermined norms. Expr ession R4. Use digital and electronic tools appropriately , safely , and ethically . R5. Utilize a writing process which includes planning, revising, editing/peer -editing, and rewriting to create a focused, organized, and coherent piece of writing for a specific purpose and audience. R6. Employ conventions of grammar , mechanics, and usage in order to communicate effectively with a target audience. Examples: punctuation, capitalization, spelling, effective sentence structur e, appropriate formality of language R7. Use context clues to determine meanings of unfamiliar spoken or written words.",356
Page 122,"Grade 9 GRADE 9 CONTENT STANDARDS Each content standard completes the stem “ Students will…” 2021 Alabama Course of Study: English Language Arts 111 CRITICAL LITERACY Process and employ information for a variety of academic, occupational, and personal purposes. RECEPTION READING 1.Read, analyze, and evaluate complex literary and informational texts written from various cultural perspectives, with an emphasis on works originating outside the United States and the British Isles through 1599. 2.Analyze information from graphic texts to draw conclusions, defend claims, and make decisions. Examples: tables, graphs, charts, digital dashboar ds, flow charts, timelines, forms, maps, blueprints 3.Analyze how an author ’s cultural perspective influences style, language, and themes. 4.Analyze how authors use characterization, connotation, denotation, figurative language, literary elements, and point of view to create and convey meaning in a variety of texts. 5.Analyze the impact of context and organizational structures on theme, tone, and the meaning of the work as a whole. 6.Compare and/or contrast the perspectives in a variety of fiction, nonfiction, informational, digital, and multimodal texts produced from diverse historical, cultural, and global points of view , not limited to the grade-level literary focus. 7.Read, analyze, and evaluate texts from science, social studies, and other academic disciplines to determine how those disciplines treat domain-specific vocabulary and content organization.",312
Page 123,"Grade 9 2021 Alabama Course of Study: English Language Arts 112 LISTENING 8.Through active listening, evaluate tone, organization, content, and non-verbal cues to determine the purpose and credibility of a speaker . EXPRESSION WRITING 9.Compose both short and extended narrative, informative/explanatory , and argumentative writings that are clear and coherent, use an appropriate command of language, and demonstrate development, organization, style, and tone that are relevant to task, purpose, and audience. Examples: paragraphs, constructed responses, essays a.Write a memoir , narrative essay , or personal or fictional narrative to convey a series of events, establishing a clear purpose and using narrative techniques. Examples: dialogue, pacing, description, reflection b.Write explanations and expositions that incorporate evidence, using transitions and techniques that objectively introduce and develop topics. Examples: relevant and sufficient facts, extended definitions, concr ete details, quotations c.Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning, relevant and sufficient evidence, transitions, and a concluding statement or section that follows from the information presented. SPEAKING 10.Present research findings to a peer audience, either formally or informally , conveying credible, accurate information from multiple sources, including diverse media. 11.Participate in collaborative discussions involving multiple perspectives, responding and contributing with relevant evidence and commentary .",287
Page 124,"Grade 9 2021 Alabama Course of Study: English Language Arts 113 DIGIT AL LITERACY Use technology , including the Internet, to research, analyze, produce, publish, and update individual or shared writing products, taking advantage of technology’ s capacity to link to other information, people, and resources and to display information flexibly and dynamically . RECEPTION READING 12.Interpret digital texts to determine their subject, occasion, audience, purpose, tone, and credibility . LISTENING 13.Interpret a digital audio source to determine its subject, occasion, audience, purpose, tone, and credibility . EXPRESSION WRITING 14.Create and edit digital texts that are suitable in purpose and tone for their intended audience and occasion. SPEAKING 15.Create and deliver a collaborative presentation that is suitable in purpose and tone for its intended audience and occasion. Examples: speaking to defend or explain a digital poster , multimedia presentation, or video in an area of interest related to college or career choices LANGUAGE LITERACY Recognize and demonstrate command of the conventions of standard English grammar , mechanics, and usage, including appropriate formality of language. RECEPTION READING 16.Interpret how an author ’s grammar and rhetorical style contribute to the meaning in both fiction, including poetry and prose, and nonfiction, including historical, business, informational, and workplace documents. LISTENING 17.Classify formality of language in order to comprehend, interpret, and respond appropriately .",310
Page 125,"Grade 9 2021 Alabama Course of Study: English Language Arts 114 18.Analyze a speaker ’s rhetorical, aesthetic, and organizational choices in order to determine point of view and purpose. EXPRESSION WRITING 19.Apply conventions of language to communicate effectively with a target audience, including punctuation; capitalization; spelling; verb, pronoun, and modifier usage; and effective sentence structure. a.Exhibit stylistic consistency in writing. SPEAKING 20.Adapt speech to purpose and audience in a variety of contexts and tasks, demonstrating command of formal English conventions as indicated or appropriate. RESEARCH LITERACY Engage in inquiry through the research process to locate, acquire, refine, and present relevant and credible findings in multiple modes. RECEPTION READING 21.Locate and determine the usefulness of relevant and credible information to answer a question, solve a problem, or defend a position. 22.Use a variety of search tools and research strategies. Examples: library databases, search engines; keywor d search, boolean search LISTENING 23.Use audio sources to obtain useful and credible information to answer a question, solve a problem, or defend a position. EXPRESSION WRITING 24.Utilize responsible and ethical research practices to write clear , coherent products with a command of language suitable for a particular target audience and purpose. 25.Integrate information from at least two sources into writing by quoting, paraphrasing, or summarizing and cite sources, following the rules of a particular style guide. Examples: MLA, APA",321
Page 126,"Grade 9 2021 Alabama Course of Study: English Language Arts 115 26.Compose clear , coherent writing that incorporates information from at least one scholarly source and demonstrates a clear position on a topic, answers a research question, or presents a solution to a problem. SPEAKING 27.Utilize responsible and ethical research practices to present clear , coherent products with a command of language suitable for a particular target audience and purpose.",88
Page 127,"Grade 10 GRADE 10 The Grades 9-12 Recurring Standards for English Language Arts, shown in the chart below , are an important part of every course. Through these recurring standards, students learn and practice active listening, read a variety of workplace and literary texts, learn and practice essential digital skills, utilize a process to create and modify written work, implement conventions of language and usage, and utilize context to decipher word meanings. The recurring standards are to be incorporated throughout the course. RECURRING STANDARDS FOR GRADES 9-12 2021 Alabama Course of Study: English Language Arts 116 Students will: Reception R1. Read a variety of print and nonprint documents to acquire new information and respond to the needs and demands of society and the workplace. Examples: emails, directions, diagrams, charts, other common workplace documents R2. Read and comprehend a variety of literary texts to develop a literal and figurative understanding as appropriate to the type of text, purpose, and situation. Examples: short and long prose texts, poetry , dramas R3. Utilize active listening skills in formal and informal conversations, following predetermined norms. Expr ession R4. Use digital and electronic tools appropriately , safely , and ethically . R5. Utilize a writing process which includes planning, revising, editing/peer -editing, and rewriting to create a focused, organized, and coherent piece of writing for a specific purpose and audience. R6. Employ conventions of grammar , mechanics, and usage in order to communicate effectively with a target audience. Examples: punctuation, capitalization, spelling, effective sentence structur e, appropriate formality of language R7. Use context clues to determine meanings of unfamiliar spoken or written words.",356
Page 128,"Grade 10 GRADE 10 CONTENT STANDARDS Each content standard completes the stem “ Students will…” 2021 Alabama Course of Study: English Language Arts 117 CRITICAL LITERACY Process and employ information for a variety of academic, occupational, and personal purposes. RECEPTION READING 1.Read, analyze, and evaluate complex literary and informational texts written from various cultural perspectives, with an emphasis on works originating outside the United States and the British Isles from 1600 to the present. 2.Analyze and evaluate information from graphic texts to draw conclusions, defend claims, and make decisions. Examples: tables, graphs, charts, digital dashboar ds, flow charts, timelines, forms, maps, blueprints 3.Analyze how an author ’s cultural perspective influences style, language, and themes. 4.Interpret an author ’s use of characterization, connotation, denotation, figurative language, literary elements, and point of view to create and convey meaning in a variety of texts. 5.Analyze context and organizational structures to determine theme, tone, and the meaning of the work as a whole. 6.Compare and/or contrast the perspectives in a variety of fiction, nonfiction, informational, digital, and multimodal texts produced from diverse historical, cultural, and global viewpoints, not limited to the grade-level literary focus. 7.Read, analyze, and evaluate texts from science, social studies, and other academic disciplines to determine how those disciplines treat domain-specific vocabulary and content organization.",316
Page 129,"Grade 10 2021 Alabama Course of Study: English Language Arts 118 LISTENING 8.Through active listening, evaluate tone, organization, content, and non-verbal cues to determine the purpose and credibility of a speaker . EXPRESSION WRITING 9.Compose both short and extended narrative, informative/explanatory , and argumentative writings that are clear and coherent, use an appropriate command of language, and demonstrate development, organization, style, and tone that are relevant to task, purpose, and audience. Examples: paragraphs, constructed responses, essays a.Write a memoir , narrative essay , or personal or fictional narrative to convey a series of events, establishing a clear purpose, using narrative techniques, and sequencing events coherently . Examples: dialogue, pacing, description, reflection; chronological order, reverse chronological order, flashbacks b.Write explanations and expositions that incorporate relevant evidence, using effective transitions that objectively introduce and develop topics. Examples: specific facts, examples, details, statistics/data, examples appropriate to the audience’ s knowledge of the topic c.Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning, relevant and sufficient evidence, appropriate transitions, and a concluding section that follows from and supports the information presented. SPEAKING 10.Present research findings to peers, either formally or informally , integrating credible, accurate information from multiple sources, including diverse media. 11.Participate in collaborative discussions involving multiple perspectives, responding and contributing with relevant evidence and commentary .",308
Page 130,"Grade 10 2021 Alabama Course of Study: English Language Arts 119 DIGIT AL LITERACY Use technology , including the Internet, to research, analyze, produce, publish, and update individual or shared writing products, taking advantage of technology’ s capacity to link to other information, people, and resources and to display information flexibly and dynamically . RECEPTION READING 12.Interpret digital texts to determine subject, occasion, audience, purpose, tone, and credibility . LISTENING 13.Interpret a digital audio source to determine subject, occasion, audience, purpose, tone, and credibility . EXPRESSION WRITING 14.Create and edit collaborative digital texts that are suitable in purpose and tone for their intended audience and occasion. SPEAKING 15.Create and deliver an individual or collaborative presentation that is suitable in purpose and tone for its intended audience and occasion. Examples: speaking to defend or explain a digital poster , multimedia presentation, or video in an area of interest related to college or career choices LANGUAGE LITERACY Recognize and demonstrate command of the conventions of standard English grammar , mechanics, and usage, including appropriate formality of language. RECEPTION READING 16.Interpret how an author ’s grammar and rhetorical style contribute to the meaning in both fiction, including poetry and prose, and nonfiction, including historical, business, informational, and workplace documents. LISTENING 17.Classify formality of language in order to comprehend, interpret, and respond appropriately .",311
Page 131,"Grade 10 2021 Alabama Course of Study: English Language Arts 120 18.Analyze a speaker ’s rhetorical, aesthetic, and organizational choices in order to determine point of view and purpose. Examples: Analyze Mahatma Gandhi’ s ""Quit India"" speech. Analyze “The Appeal of 18 June” by Charles de Gaulle. EXPRESSION WRITING 19.Apply conventions of language to communicate effectively with a target audience, including punctuation; capitalization; spelling; verb, pronoun, and modifier usage; and effective sentence structure. a.Exhibit stylistic consistency in writing. SPEAKING 20.Adapt speech to purpose and audience in a variety of contexts and tasks, demonstrating command of formal English conventions when indicated or appropriate. RESEARCH LITERACY Engage in inquiry through the research process to locate, acquire, refine, and present relevant and credible findings in multiple modes. RECEPTION READING 21.Locate and determine the usefulness of relevant and credible information to answer a question, solve a problem, or defend a position. 22.Use a variety of search tools and research strategies to locate credible sources. Examples: library databases, search engines; keywor d search, boolean search LISTENING 23.Use audio sources to obtain useful and credible information to answer a question, solve a problem, or defend a position. EXPRESSION WRITING 24.Utilize responsible and ethical research practices to write clear , coherent products with a command of language suitable for a particular target audience and purpose. 25.I ntegrate information from at least two kinds of sources into writing, using quotations, paraphrases, and summaries that consistently follow a particular style guide. Examples: MLA, APA",361
Page 132,"Grade 10 2021 Alabama Course of Study: English Language Arts 121 26.Compose clear , coherent writing that incorporates information from at least one scholarly and at least one non-scholarly source and demonstrates a clear position on a topic, answers a research question, or presents a solution to a problem. SPEAKING 27.Utilize responsible and ethical research practices to present clear , coherent products with a command of language suitable for a target audience and purpose.",96
Page 133,"Grade 11 GRADE 11 The Grades 9-12 Recurring Standards for English Language Arts, shown in the chart below , are an important part of every course. Through these recurring standards, students learn and practice active listening, read a variety of workplace and literary texts, learn and practice essential digital skills, utilize a process to create and modify written work, implement conventions of language and usage, and utilize context to decipher word meanings. The recurring standards are to be incorporated throughout the course. RECURRING STANDARDS FOR GRADES 9-12 2021 Alabama Course of Study: English Language Arts 122 Students will: Reception R1. Read a variety of print and nonprint documents to acquire new information and respond to the needs and demands of society and the workplace. Examples: emails, directions, diagrams, charts, other common workplace documents R2. Read and comprehend a variety of literary texts to develop a literal and figurative understanding as appropriate to the type of text, purpose, and situation. Examples: short and long prose texts, poetry , dramas R3. Utilize active listening skills in formal and informal conversations, following predetermined norms. Expr ession R4. Use digital and electronic tools appropriately , safely , and ethically . R5. Utilize a writing process which includes planning, revising, editing/peer -editing, and rewriting to create a focused, organized, and coherent piece of writing for a specific purpose and audience. R6. Employ conventions of grammar , mechanics, and usage in order to communicate effectively with a target audience. Examples: punctuation, capitalization, spelling, effective sentence structur e, appropriate formality of language R7. Use context clues to determine meanings of unfamiliar spoken or written words.",356
Page 134,"Grade 11 GRADE 11 CONTENT STANDARDS Each content standard completes the stem “ Students will…” 2021 Alabama Course of Study: English Language Arts 123 CRITICAL LITERACY Process and employ information for a variety of academic, occupational, and personal purposes. RECEPTION READING 1.Read, analyze, and evaluate complex literary and informational texts written from various points of view and cultural perspectives, with an emphasis on works of American literature. 2.Synthesize information from two or more graphic texts to draw conclusions, defend claims, and make decisions. Examples: tables, graphs, charts, digital dashboar ds, flow charts, timelines, forms, maps, blueprints 3.Analyze how an author explicitly exhibits his/her cultural perspective in developing style and meaning. 4.Analyze how an author uses characterization, figurative language, literary elements, and point of view to create and convey meaning. 5.Evaluate structural and organizational details in literary , nonfiction/informational, digital, and multimodal texts to determine how genre supports the author's purpose. 6.Analyze a text's explicit and implicit meanings to make inferences about its theme and determine the author's purpose. 7.Compare and/or contrast the perspectives in a variety of fiction, nonfiction, informational, digital, and multimodal texts produced from diverse historical, cultural, and global viewpoints, not limited to the grade level literary focus.",301
Page 135,"Grade 11 2021 Alabama Course of Study: English Language Arts 124 8.Read, analyze, and evaluate texts from science, social studies, and other academic disciplines and explain how those disciplines treat domain-specific vocabulary and content and organize information. 9.Follow instructions in technical materials to complete a specific task. Example: Read and follow instructions for formatting a document. LISTENING 10.Through active listening, evaluate tone, organization, content, and non-verbal cues to determine the purpose and credibility of a speaker . EXPRESSION WRITING 11. Compose and edit both short and extended products in which the development and organization are relevant and suitable to task, purpose, and audience, using an appropriate command of language. Examples: paragraphs, constructed responses, essays a.Incorporate narrative techniques in other modes of writing as appropriate. Examples: flashback, anecdote, foreshadowing, story-telling, sensory details, character development b.Write explanations and expositions that examine and convey complex ideas or processes effectively , develop the topic utilizing and citing credible sources of information or data when relevant, use intentional transitions, choose precise vocabulary , and maintain an organized structure. c.Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning supported by relevant and sufficient evidence, making rhetorical choices that convey a specific tone or style, including intentional transitions, and providing a logical conclusion that captures the larger implications of the topic or text. 12.Collaborate on writing tasks in diverse groups, making necessary compromises to accomplish a goal, sharing responsibility for collaborative work, and showing respect for the individual contributions of each group member .",332
Page 136,"Grade 11 2021 Alabama Course of Study: English Language Arts 125 SPEAKING 13.Synthesize multiple sources of information (including diverse media), evaluate the credibility and accuracy of each source, and share information orally . 14.Participate in collaborative discussions involving multiple cultural and literary perspectives, responding to, contributing to, building upon, and questioning the ideas of others with relevant, appropriate evidence and commentary . DIGIT AL LITERACY Use technology , including the Internet, to research, analyze, produce, publish, and update individual or shared writing products, taking advantage of technology’ s capacity to link to other information, people, and resources and to display information flexibly and dynamically . RECEPTION READING 15.Analyze digital texts and evaluate their effectiveness in terms of subject, occasion, audience, purpose, tone, and credibility . LISTENING 16.Analyze elements of audible communications and evaluate their effectiveness in terms of subject, occasion, audience, purpose, tone, and credibility of digital sources. Examples: words, music, sound effects EXPRESSION WRITING 17.Use images, sound, animation, and other modes of expression to create or enhance individual or collaborative digital and multimodal texts that are suitable in purpose and tone for their intended audience and occasion. SPEAKING 18.Create and deliver an oral presentation, created collaboratively from individual contributions, that is suitable in purpose and tone for its intended audience and occasion. Examples: speaking to defend or explain a digital poster , multimedia presentation, or video in an area of interest related to college or career choices.",325
Page 137,"Grade 11 2021 Alabama Course of Study: English Language Arts 126 LANGUAGE LITERACY Recognize and demonstrate command of the conventions of standard English grammar , mechanics, and usage, including appropriate formality of language. RECEPTION READING 19.Interpret how an author ’s grammar and rhetorical style contribute to the meaning in both fiction, including poetry and prose, and nonfiction, including historical, business, informational, and workplace documents . LISTENING 20.Analyze the formality of language in a variety of audible sources in order to comprehend, interpret, and respond appropriately . 21.Analyze a speaker ’s rhetorical, aesthetic, and organizational choices in order to determine point of view , purpose, and effectiveness. EXPRESSION WRITING 22.Apply conventions of standard English grammar , mechanics, and usage, including appropriate formality of language, to communicate effectively with a target audience. a.Exhibit stylistic complexity and sophistication in writing. SPEAKING 23.Deliver a speech suitable for an authentic audience for a specific purpose, demonstrating command of formal English when indicated or appropriate. Examples: student-led confer ence, public meeting, community-based group",246
Page 138,"Grade 11 2021 Alabama Course of Study: English Language Arts 127 RESEARCH LITERACY Engage in inquiry through the research process to locate, acquire, refine, and present relevant and credible findings in multiple modes. RECEPTION READING 24.Evaluate the credibility of sources in terms of authority , relevance, accuracy , and purpose. a.Assess the usefulness of written information to answer a research question, solve a problem, or take a position. 25.Use a variety of search tools and research strategies to locate credible sources. Examples: library databases, search engines; keywor d search, boolean search LISTENING 26.Locate and acquire audible information to answer a question, solve a problem, or defend a position, utilizing active listening to assess its usefulness, relevance, and credibility . EXPRESSION WRITING 27.Synthesize research results, using responsible, ethical practices to gather information, and write clear , coherent products demonstrating command of language that is suitable for the target audience and purpose. 28.Integrate ethically-acquired information from at least three sources of varying types, including at least one visual or statistical source, into a research product, using proper quoting, paraphrasing, summarizing, and citation practices that consistently follow rules of a particular style guide. Examples: MLA, APA 29.Compose clear , coherent writing that incorporates information from a variety of scholarly and non-scholarly sources and demonstrates a clear position on a topic, answers a research question, or presents a solution to a problem. SPEAKING 30.Synthesize research using responsible and ethical practices to create and orally present clear , coherent products demonstrating command of language that is suitable for the target audience and purpose.",358
Page 139,"Grade 12 GRADE 12 The Recurring Standards for English Language Arts, shown in the chart below , are an important part of every course. Through these recurring standards, students learn and practice active listening, read a variety of workplace and literary texts, learn and practice essential digital skills, utilize a process to create and modify written work, implement conventions of language and usage, and utilize context to decipher word meanings. The recurring standards are to be incorporated throughout the course. RECURRING STANDARDS FOR GRADES 9-12 2021 Alabama Course of Study: English Language Arts 128 Students will: Reception R1. Read a variety of print and nonprint documents to acquire new information and respond to the needs and demands of society and the workplace. Examples: emails, directions, diagrams, charts, and other common workplace documents. R2. Read and comprehend a variety of literary texts to develop a literal and figurative understanding as appropriate to the type of text, purpose, and situation. Examples: short and long prose texts, poetry , and dramas. R3. Utilize active listening skills in formal and informal conversations, following predetermined norms. Expr ession R4. Use digital and electronic tools appropriately , safely , and ethically . R5. Utilize a writing process which includes planning, revising, editing/peer -editing, and rewriting to create a focused, organized, and coherent piece of writing for a specific purpose and audience. R6. Employ conventions of grammar , mechanics, and usage in order to communicate effectively with a target audience. Examples: punctuation, capitalization, spelling, effective sentence structur e, and appropriate formality of language. R7. Use context clues to determine meanings of unfamiliar spoken or written words.",357
Page 140,"Grade 12 GRADE 12 CONTENT STANDARDS Each content standard completes the stem “ Students will…” 2021 Alabama Course of Study: English Language Arts 129 CRITICAL LITERACY Process and employ information for a variety of academic, occupational, and personal purposes. RECEPTION READING 1.Read, analyze, and evaluate complex literary and historical texts written from particular points of view or cultural experiences, with an emphasis on works of literature from the British Isles. a.Read, analyze, and evaluate a play by William Shakespeare, including an examination of its contributions to the English language and its influences on other works of literature. 2.Synthesize information from two or more graphic texts to draw conclusions, defend claims, and make decisions. Examples: tables, graphs, charts, digital dashboar ds, flow charts, timelines, forms, maps, blueprints 3.Evaluate how an author explicitly exhibits his/her cultural perspective in developing style and meaning. 4.Evaluate an author ’s use of characterization, figurative language, literary elements, and point of view to create and convey meaning. 5.Evaluate structural and organizational details in texts to determine the author's purpose, including cases in which the meaning is ironic or satirical. 6.Analyze a text's explicit and implicit meanings to make inferences about its theme and determine the author's purpose. 7.Compare and/or contrast the perspectives in a variety of fiction, nonfiction, informational, digital, and multimodal texts produced from diverse historical, cultural, and global viewpoints, not limited to the grade level literary focus.",335
Page 141,"Grade 12 2021 Alabama Course of Study: English Language Arts 130 8.Read, analyze, and evaluate texts from science, social studies, and other academic disciplines and explain how those disciplines treat domain-specific vocabulary and content and organize information. 9.Follow instructions in technical materials to complete a specific task. Example: Read and follow instructions for formatting a document. LISTENING 10.Determine through active listening the purpose, credibility , and effectiveness of a speaker or multiple sources of information by evaluating tone, organization, content, and verbal and non-verbal cues and identifying any fallacious reasoning or distorted evidence. EXPRESSION WRITING 11.Compose, edit, and revise both short and extended products in which the development, organization, and style are relevant and suitable to task, purpose, and audience, using an appropriate command of language. a.Incorporate narrative techniques into other modes of writing as appropriate. Examples: flashback, anecdote, foreshadowing, story-telling, sensory details, character development b.Write explanations and expositions that examine and convey complex ideas or processes effectively , develop the topic utilizing and citing credible sources of information or data when relevant, use intentional transitions, choose precise vocabulary , and maintain an organized structure and style. c.Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence, making intentional rhetorical choices to convey a specific tone or style, including intentional transitions, and providing a logical conclusion that captures the larger implications of the topic or text . 12.Within diverse and collaborative writing groups, effectively and respectfully demonstrate a willingness to make necessary compromises to accomplish a goal, share responsibility for collaborative work, and consider contributions made by each group member .",353
Page 142,"Grade 12 2021 Alabama Course of Study: English Language Arts 131 SPEAKING 13.Evaluate the credibility and accuracy of sources from diverse media and/or formats and then use multiple suitable sources of information to develop an idea or further a position. 14.Actively engage in collaborative discussions about topics and texts, expressing their own ideas by respectfully contributing to, building upon, and questioning the ideas of others in pairs, diverse groups, and whole class settings. DIGIT AL LITERACY Use technology , including the Internet, to research, analyze, produce, publish, and update individual or shared writing products, taking advantage of technology’ s capacity to link to other information, people, and resources and to display information flexibly and dynamically . RECEPTION READING 15.Analyze digital texts and evaluate their effectiveness in terms of subject, occasion, audience, purpose, tone, and credibility . LISTENING 16.Analyze elements of audible communications and evaluate their effectiveness in terms of subject, occasion, audience, purpose, tone, and credibility of digital sources. Examples: words, music, sound effects EXPRESSION WRITING 17.Use images, sound, animation, and other modes of expression to create or enhance individual or collaborative digital and multimodal texts that are suitable in purpose and tone for their intended audience and occasion. SPEAKING 18.Create and deliver an oral presentation, created collaboratively from individual contributions, that is suitable in purpose and tone for its intended audience and occasion. Examples: speaking to defend or explain a digital poster , multimedia presentation, or video in an area of interest related to college or career choices",335
Page 143,"Grade 12 2021 Alabama Course of Study: English Language Arts 132 LANGUAGE LITERACY Recognize and demonstrate command of the conventions of standard English grammar , mechanics, and usage, including appropriate formality of language. RECEPTION READING 19.Interpret how an author ’s grammar and rhetorical style contribute to the meaning in both fiction, including poetry and prose, and nonfiction, including historical, business, informational, and workplace documents . LISTENING 20.Evaluate the formality of language in a variety of audible sources to comprehend, interpret, and respond appropriately . 21.Analyze a speaker ’s rhetorical, aesthetic, and organizational choices in order to determine point of view , purpose, and effectiveness. EXPRESSION WRITING 22.Apply conventions of standard English grammar , mechanics, and usage, including appropriate formality of language, to communicate effectively with a target audience. a.Exhibit stylistic complexity , sophistication, and consistency in writing. SPEAKING 23.Deliver a speech suitable for a professional audience of college and/or workforce stakeholders for a specific purpose, demonstrating command of formal English.",235
